DocumentType,DocumentTitle,Abstract,Author,Editor,BookAuthors,PublicationName,Publisher,PublicationYear,PrintedPublicationYear,PublisherCity,Volume,Issue,StartPage,EndPage,BookTitle,BookSeriesTitle,Descriptors,PMID,ID,Correspondence,ISSN,ISBN,DOI
"Journal Article","Group parent–child interaction therapy: A randomized control trial for the treatment of conduct problems in young children.","Objective: Although efficacious interventions exist for childhood conduct problems, a majority of families in need of services do not receive them. To address problems of treatment access and adherence, innovative adaptations of current interventions are needed. This randomized control trial investigated the relative efficacy of a novel format of parent–child interaction therapy (PCIT), a treatment for young children with conduct problems. Method: Eighty-one families with 3- to 6-year-old children (71.6% boys, 85.2% White) with diagnoses of oppositional defiant or conduct disorder were randomized to individual PCIT (n = 42) or the novel format, Group PCIT. Parents completed standardized measures of children’s conduct problems, parenting stress, and social support at intake, posttreatment, and 6-month follow-up. Therapist ratings, parent attendance, and homework completion provided measures of treatment adherence. Throughout treatment, parenting skills were assessed using the Dyadic Parent-Child Interaction Coding System. Results: Parents in both group and individual PCIT reported significant improvements from intake to posttreatment and follow-up in their children’s conduct problems and adaptive functioning, as well as significant decreases in parenting stress. Parents in both treatment conditions also showed significant improvements in their parenting skills. There were no interactions between time and treatment format. Contrary to expectation, parents in Group PCIT did not experience greater social support or treatment adherence. Conclusions: Group PCIT was not inferior to individual PCIT and may be a valuable format to reach more families in need of services. Future work should explore the efficiency and sustainability of Group PCIT in community settings. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Niec, Larissa N.;Barnett, Miya L.;Prewett, Matthew S.;Shanley Chatham, Jenelle R.","","","","American Psychological Association","2016","","US","84","8","682","698","","","*Behavior Problems;  *Conduct Disorder;  *Family Therapy;  *Management Training;  *Parent Training; Group Psychotherapy; Parent Child Communication; Parent Child Relations","27018531","2016-15309-001","Niec, Larissa N.: Center for Children, Families, and Communities, Central Michigan University, Mount Pleasant, MI, US, 48859, Niec1L@cmich.edu","1939-2117(Electronic);0022-006X(Print)","","https://doi.org/10.1037/a0040218"
"Journal Article","Emotional fitness and the movement of affective science from lab to field.","Emotions provide a ubiquitous and consequential backdrop to daily life, influencing everything from physiology to interpersonal relationships in the blink of an eye. Instances of emotional experience accumulate and compound to impact overall mental and physical health. Under optimal conditions, emotions are adaptive for the successful navigation of daily life. However, situational features of military life likely amplify everyday emotions and their impact, creating the need for soldiers to have a well-oiled emotional resilience system in place from the start, to be maintained throughout their careers. Basic research in affective science has identified the active ingredients that would be required in order for such a system of skills and abilities to have maximum impact on overall emotional fitness. Results of this emotional resilience training may provide compounding benefits for the individual as well as have spreading impact for the benefit of the military unit and other social connections. The Comprehensive Soldier Fitness initiative highlights important new frontiers in affective science and presents a challenge to our field that requires taking a second look at the theory-testing process. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Algoe, Sara B.;Fredrickson, Barbara L.","","","","American Psychological Association","2011","","US","66","1","35","42","","","*Emotional Stability;  *Military Personnel;  *Military Training;  *Positivism;  *Resilience (Psychological); Government Programs; Mental Health Programs; Program Development","21219046","2011-00087-006","Algoe, Sara B.: Department of Psychology, University of North Carolina, CB #3270 Davie Hall, Chapel Hill, NC, US, 27510, algoe@unc.edu","1935-990X(Electronic);0003-066X(Print)","1-4338-0994-X","https://doi.org/10.1037/a0021720"
"Journal Article","SMART longitudinal analysis: A tutorial for using repeated outcome measures from SMART studies to compare adaptive interventions.","In recent years, there has been increased interest in the development of adaptive interventions across various domains of health and psychological research. An adaptive intervention is a protocolized sequence of individualized treatments that seeks to address the unique and changing needs of individuals as they progress through an intervention program. The sequential, multiple assignment, randomized trial (SMART) is an experimental study design that can be used to build the empirical basis for the construction of effective adaptive interventions. A SMART involves multiple stages of randomizations; each stage of randomization is designed to address scientific questions concerning the best intervention option to employ at that point in the intervention. Several adaptive interventions are embedded in a SMART by design; many SMARTs are motivated by scientific questions that concern the comparison of these embedded adaptive interventions. Until recently, analysis methods available for the comparison of adaptive interventions were limited to end-of-study outcomes. The current article provides an accessible and comprehensive tutorial to a new methodology for using repeated outcome data from SMART studies to compare adaptive interventions. We discuss how existing methods for comparing adaptive interventions in terms of end-of-study outcome data from a SMART can be extended for use with longitudinal outcome data. We also highlight the scientific utility of using longitudinal data from a SMART to compare adaptive interventions. A SMART study aiming to develop an adaptive intervention to engage alcohol- and cocaine-dependent individuals in treatment is used to demonstrate the application of this new methodology. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Nahum-Shani, Inbal;Almirall, Daniel;Yap, Jamie R. T.;McKay, James R.;Lynch, Kevin G.;Freiheit, Elizabeth A.;Dziak, John J.","","","","American Psychological Association","2019","","US","","","No Pagination Specified","No Pagination Specified","","","*Intervention;  *Longitudinal Studies;  *Methodology;  *Treatment Effectiveness Evaluation;  *Randomized Clinical Trials; Alcoholism; Cocaine","","2019-39467-001","Nahum-Shani, Inbal: Institute for Social Research, University of Michigan, 426 Thompson Street, Ann Arbor, MI, US, 48104, inbal@umich.edu","1939-1463(Electronic);1082-989X(Print)","","https://doi.org/10.1037/met0000219"
"Journal Article","A systematic review of psychological interventions for adolescents and young adults living with chronic illness.","Objective: There is increasing recognition that adolescents and young adults (AYAs) with chronic illnesses experience common psychological challenges. This article reviewed published psychological interventions for AYAs with cancer, diabetes, juvenile idiopathic arthritis, sickle cell disease, and asthma. Common, efficacious intervention components were examined to generate clearer recommendations for future age-appropriate, evidence-based intervention development. Methods: Five databases including MEDLINE, MEDLINE In Process & Non-Indexed Citations, PsycINFO, EMBASE, and CINAHL, were searched for studies involving AYAs aged 10–30 years, using quantitative two-group methods, published from 1979–2010. Of 1,233 abstracts, 87 were extracted for further analysis and a final 25 studies were eligible for inclusion. Thirteen of these studies included AYAs with diabetes, 7 studies involved AYAs with cancer, and 5 included AYAs with other illnesses. Results: Educational interventions showed some significant positive results, particularly when targeted knowledge outcomes were measured. Several skills-based programs, some including parents, showed positive results, with moderate effect sizes. Interventions which taught communication skills, incorporated practical components (e.g., role-plays, homework), involved ≥6 sessions, and spanned at least 3 months in length, appeared more likely to achieve positive outcomes. Conclusions: Skills-based interventions delivered over multiple sessions may yield the most positive results in AYAs with chronic illness. Given the few peer-support groups eligible for review, their efficacy remains unclear. This review points to the need for intervention development that teaches adaptive coping skills, is grounded in theoretical frameworks, and adheres to strict randomization and independent assessments to evaluate efficacy in assisting AYAs adjust to chronic illness. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Sansom-Daly, Ursula M.;Peate, Michelle;Wakefield, Claire E.;Bryant, Richard A.;Cohn, Richard J.","","","","American Psychological Association","2012","","US","31","3","380","393","","","*Chronic Illness;  *Emotional Adjustment;  *Intervention; Adolescent Development","22059621","2011-25172-001","Sansom-Daly, Ursula M.: School of Psychology, University of New South Wales, High Street, Randwick, NSW, Australia, 2052, ursula@unsw.edu.au","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/a0025977"
"Journal Article","Etiology and treatment of post-cumulative traumatic stress disorders in different cultures.","Developments in the theories of identity, culture, and traumatology enrich our cross-cultural understanding of mental health dynamics, case conceptualization, and developing effective intervention models to help victims of complex and cumulative traumas especially in different cultures and minority populations. Identity traumas, along with preidentity and nonidentity traumas, contribute to forming cultures. On the other hand, cultures may contribute to delivering some types of culture- and social-made serious traumatic conditions that can be transferred cross-generationally, such as poverty and caste systems. Most current interventions are designed to help with single trauma and ignore the cumulative trauma dynamics as well the collective identity and culture-specific traumas. This understanding entails revising our culturally limited and single-trauma-based interventions to help clients who belong to different cultures or to minority victims of culture- and social-made traumas as well as those who are victims of cumulative traumas. Multisystemic, multimodal, multicomponent flexible and fiddle therapy models emerged as potentially more effective in the treatment of disorders resulting from cumulative and identity traumas. They are more ecologically valid and culturally competent. Specific models of multisystemic, multimodal therapies—the wraparound psychosocial rehabilitation approach, for torture survivors, and the summer day and after-school treatment, for child victims of cumulative traumas—are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Kira, Ibrahim A.","","","","Sage Publications","2010","","US","16","4","128","141","","","*Cross Cultural Differences;  *Ethnic Identity;  *Etiology;  *Posttraumatic Stress Disorder;  *Treatment; Trauma","","2011-01946-014","Kira, Ibrahim A.: Center for Torture and Trauma Survivors, 445 Winn Way, Decatur, GA, US, 30030, kiraaref@aol.com","1085-9373(Electronic);1534-7656(Print)","","https://doi.org/10.1177/1534765610365914"
"Journal Article","Consumer factors predicting level of treatment response to illness management and recovery.","Objective: This study aims to identify consumer-level predictors of level of treatment response to illness management and recovery (IMR) to target the appropriate consumers and aid psychiatric rehabilitation settings in developing intervention adaptations. Method: Secondary analyses from a multisite study of IMR were conducted. Self-report data from consumer participants of the parent study (n = 236) were analyzed for the current study. Consumers completed prepost surveys assessing illness management, coping, goal-related hope, social support, medication adherence, and working alliance. Correlations and multiple regression analyses were run to identify self-report variables that predicted level of treatment response to IMR. Results: Analyses revealed that goal-related hope significantly predicted level of improved illness self-management, F(1, 164) = 10.93, p < .001, R2 = .248, R2 change = .05. Additionally, we found that higher levels of maladaptive coping at baseline were predictive of higher levels of adaptive coping at follow-up, F(2, 180) = 5.29, p < .02, R2 = .38, R2 change = .02. Evidence did not support additional predictors. Conclusions and Implications for Practice: Previously, consumer-level predictors of level of treatment response have not been explored for IMR. Although 2 significant predictors were identified, study findings suggest more work is needed. Future research is needed to identify additional consumer-level factors predictive of IMR treatment response in order to identify who would benefit most from this treatment program. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","White, Dominique A.;McGuire, Alan B.;Luther, Lauren;Anderson, Adrienne I.;Phalen, Peter;McGrew, John H.","","","","Educational Publishing Foundation","2017","","US","40","4","344","353","","","*Disease Management;  *Intervention;  *Mental Disorders;  *Recovery (Disorders);  *Treatment Outcomes; Consumer Behavior; Coping Behavior; Drug Therapy; Goals; Hope; Psychosocial Factors; Social Support; Therapeutic Alliance; Treatment Compliance","28910123","2017-40479-001","White, Dominique A.: Department of Psychology, Indiana University–Purdue University Indianapolis, 402 North Blackford Street, LD126X, Indianapolis, IN, US, 46202, doawhite@umail.iu.edu","1559-3126(Electronic);1095-158X(Print)","","https://doi.org/10.1037/prj0000284"
"Journal Article","Mediators of an Internet-based psychosocial intervention for women with breast cancer.","Objective: Many interventions have been designed to promote psychological adjustment in cancer survivors; however, notably few studies have specified the mediating processes through which these interventions work. The primary aim of this research is to examine theoretically and empirically grounded mediators of an Internet-based psychosocial intervention for women with breast cancer. Method: Women (N = 88) diagnosed with breast cancer were randomly assigned to participate in a 3-hr workshop for creation of personal websites or a waitlist control. Mediating variables and dependent variables were assessed at baseline, 1 month, and 6 months following workshop participation. Indirect effects were tested using single and multiple mediator models. Results: Relative to control participants, women randomized to Project Connect Online (PCO) evidenced statistically significant benefit 6 months after the workshop on depressive symptoms, positive mood, and life appreciation, as well as on hypothesized mediators (i.e., coping self-confidence, loneliness, social support from friends, but not emotional processing and expression). Change over 6 months in coping self-confidence, loneliness, and social support from friends mediated the relationship between the intervention and improvement in depressive symptoms. Coping self-confidence mediated the relationship between PCO and enhanced positive mood, and social support from friends mediated the relationship between PCO and increased life appreciation. Conclusions: Findings indicate how PCO promoted adaptive change and highlighted modifiable factors, including coping self-confidence, loneliness, and social support from friends, which contributed to positive adjustment to breast cancer. Additional potential mediators and ways in which the intervention can be enhanced are addressed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Cleary, Elizabeth H.;Stanton, Annette L.","","","","American Psychological Association","2015","","US","34","5","477","485","","","*Breast Neoplasms;  *Internet;  *Intervention;  *Psychosocial Rehabilitation; Coping Behavior; Emotional States; Human Females; Loneliness; Major Depression; Self-Confidence; Social Support; Survivors","25401686","2014-48902-001","Stanton, Annette L.: Department of Psychology, University of California, Los Angeles, 1285 Franz Hall, Box 951563, Los Angeles, CA, US, 90095-1563, astanton@ucla.edu","1930-7810(Electronic);0278-6133(Print)","","https://doi.org/10.1037/hea0000170"
"Journal Article","Exploring the use of Sidekicks! For children with autism spectrum disorder (ASD).","Clinicians and educators are increasingly using technology within the context of existing therapies and teaching methodologies. The growing use of mobile clinical tools is particularly exciting for individuals with autism spectrum disorder (ASD), as technologically based interventions have been shown to be both efficacious (to target academics, adaptive behavior, disruptive behavior, etc.) and accepted in this population (Odom et al., 2015). In addition, these tools have the potential to address two significant impediments in ASD intervention, the anxiety and/or skill deficits often associated with face-to-face interactions and skill generalization outside of the therapy office (Wieckowski & White, 2017). In other words, the use of technology may serve as an important preliminary or prerequisite step for face-to-face therapeutic progress. The purpose of this paper is to present a new, interactive clinical app that explicitly utilizes an individual’s restricted interests to teach skills and improve communication. The paper will briefly review the ways in which individuals with ASD may be good candidates for technological-based interventions, explore the current role of technology in existing evidence-based therapies, and discuss the use of a new technology, Sidekicks!, that has been developed for this population. A case example will then illustrate the use of Sidekicks! and its anticipated functionality across several public service settings, including hospitals, outpatient clinics, and school systems, thereby coordinating the intervention efforts of various professionals involved in the treatment of children with ASD. Finally, limitations of the app (and of technology more generally) and the need for future research will be discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Birtwell, Kirstin B.;Platner, Amanda K.;Nowinski, Lisa A.","","","","Educational Publishing Foundation","2019","","US","16","2","266","270","","","*Autism Spectrum Disorders;  *Computer Applications;  *Intervention;  *Technology;  *Mobile Devices; Ability; Adaptive Behavior; Behavior Problems; Communication; Evidence Based Practice; Interests","30421945","2018-56878-001","Birtwell, Kirstin B.: Department of Psychiatry, Massachusetts General Hospital/Harvard Medical School, Lurie Center MGH, 1 Maguire Road, Lexington, MA, US, 02421, kbirtwell@mgh.harvard.edu","1939-148X(Electronic);1541-1559(Print)","","https://doi.org/10.1037/ser0000301"
"Journal Article","A salutogenic perspective on adverse experiences: The curvilinear relationship of adversity and well-being.","Research has predominantly focused on the negative effects of adversity on health and well-being. However, the salutogenic perspective suggests that adversity may not always be detrimental (Antonovsky, 1996). In fact, under certain circumstances, adversity may have the potential for positive outcomes, such as increased resilience and thriving (Carver, 1998; Rutter, 1987). The “steeling effect” suggests that past experiences of adversity may increase resistance to later adversities. It proposes that moderate adversity may facilitate more adaptive functioning than no adversity or high levels of adversity (Rutter, 2006, 2012). The relationship between adversity and health may be optimally assessed using curvilinear models, yet the majority of previous studies have examined linear associations (Masten & Cicchetti, 2016). It is therefore the aim of this review to determine whether moderate adversity is associated with more adaptive functioning when compared to no and high levels of adversity. Practical implications and future research are also discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Höltge, Jan;Mc Gee, Shauna L.;Maercker, Andreas;Thoma, Myriam V.","","","","Hogrefe Publishing","2018","","Germany","25","2","53","69","","","*Experiences (Events);  *Health;  *Resilience (Psychological);  *Well Being; Adversity","","2018-39073-003","Höltge, Jan: Department of Psychology, Psychopathology and Clinical Intervention, University of Zurich, Binzmuehlestr. 14/17, Zurich, Switzerland, 8050, j.hoeltge@psychologie.uzh.ch","2512-8450(Electronic);2512-8442(Print)","","https://doi.org/10.1027/2512-8442/a000011"
"Journal Article","LGBTQ relationally based positive psychology: An inclusive and systemic framework.","Positive psychologists have contributed to our understandings of how positive emotions and flexible cognition enhance resiliency. However, positive psychologists’ research has been slow to address the relational resources and interactions that help nonheterosexual families overcome adversity. Addressing overlooked lesbian, gay, bisexual, transgender, or queer (LGBTQ) and systemic factors in positive psychology, this article draws on family resilience literature and LGBTQ literature to theorize a systemic positive psychology framework for working with nonheterosexual families. We developed the LGBTQ relationally based positive psychology framework that integrates positive psychology’s strengths-based perspective with the systemic orientation of Walsh’s (1996) family resilience framework along with the cultural considerations proposed by LGBTQ family literature. We theorize that the LGBTQ relationally based positive psychology framework takes into consideration the sociopolitical adversities impacting nonheterosexual families and sensitizes positive psychologists, including those working in organized care settings, to the systemic interactions of same-sex loving relationships. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Domínguez, Daniela G.;Bobele, Monte;Coppock, Jacqueline;Peña, Ezequiel","","","","Educational Publishing Foundation","2015","","US","12","2","177","185","","","*Cognition;  *Emotions;  *Positive Psychology;  *Resilience (Psychological);  *Sexual Orientation; Bisexuality; Family; Homosexuality; Lesbianism; Optimism; Psychologists; Transgender; LGBTQ","25798663","2015-12840-001","Domínguez, Daniela G.: 590 N. General McMullen, San Antonio, TX, US, 78228, ddominguez3997@ollusa.edu","1939-148X(Electronic);1541-1559(Print)","","https://doi.org/10.1037/a0038824"
"Journal Article","Dependency and self-criticism in treatments for depression.","Dependency and self-criticism are vulnerability factors for depression. How these personality factors change with treatment for depression and how they relate to symptom change across different types of treatment require further research. In addition, cultural differences that interact with the dependency/self-criticism–depression relation remain underinvestigated. We randomly assigned 149 adults with major depression to receive active medication (MED; n = 50), supportive–expressive therapy (SET; n = 49), or placebo pill (PBO; n = 50). Participants completed the Depressive Experiences Questionnaire (DEQ; Blatt, D’Afflitti, & Quinlan, 1976) before and after treatment and completed the Hamilton Rating Scale for Depression (Hamilton, 1967) throughout the course of treatment. Self-criticism as measured on the DEQ decreased with treatment similarly across conditions. DEQ Dependency decreased in MED but remained unchanged in SET and PBO. Higher initial dependency, but not higher initial self-criticism, predicted poor treatment response across conditions. Greater reduction in self-criticism was associated with greater reduction in depressive symptoms, but the effect was weaker for racial minorities (vs. White). Increase in connectedness, an adaptive form of dependency, was associated with symptom improvement in SET but not MED. Hence, different pathways of change seem to be implicated in the treatment of depression depending on culture and type of intervention. Implications for future research are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Chui, Harold;Zilcha-Mano, Sigal;Dinger, Ulrike;Barrett, Marna S.;Barber, Jacques P.","","","","American Psychological Association","2016","","US","63","4","452","459","","","*Dependency (Personality);  *Major Depression;  *Self-Criticism;  *Treatment Outcomes; Drug Therapy; Expressive Psychotherapy; Psychodynamic Psychotherapy; Supportive Psychotherapy","26866638","2016-06815-001","Chui, Harold: Derner Institute of Advanced Psychological Studies, Adelphi University, 1 South Avenue, P.O. Box 701, Garden City, NY, US, 11530-0701, harold.chui@gmail.com","1939-2168(Electronic);0022-0167(Print)","","https://doi.org/10.1037/cou0000142"
"Journal Article","Attention remediation following traumatic brain injury in childhood and adolescence.","Traumatic brain injury (TBI) frequently affects both the basic and the superordinate components of attention; deficits vary according to patient age. This study evaluated the efficacy of a specific remediation intervention for attention. Sixty-five TBI patients (aged 6?18 years) with attention deficit were assessed at baseline and at 1-year follow-up: 40 patients received attention-specific neuropsychological training for 6 months, and the control group comprised 25 patients. Cognitive assessment included a Wechsler Intelligence Scale (e.g., A. Orsini, 1993) and the Continuous Performance Test II (CPT II; C. K. Conners, 2000). The Vineland Adaptive Behavior Scales (VABS; S. Sparrow, D. Balla & D. V. Cicchetti, 1984) was administered to assess the treatment's ecological validity. At baseline, all patients presented with a mild intellectual disability and pathological scores on the CPT II. At follow-up, significant differences were found between the 2 groups on the CPT II and VABS: The clinical group improved more than the control group. Specific remediation training for attention, including a combination of a process-specific approach and metacognitive strategies, significantly improved attention performance. Improvement in attention skills also affected adaptive skills positively. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Galbiati, Susanna;Recla, Monica;Pastore, Valentina;Liscio, Mariarosaria;Bardoni, Alessandra;Castelli, Enrico;Strazzer, Sandra","","","","American Psychological Association","2009","","US","23","1","40","49","","","*Cognitive Impairment;  *Ecological Factors;  *Neuropsychology;  *Traumatic Brain Injury; Treatment","19210031","2008-19137-008","Strazzer, Sandra: IRCCS E. Medea, La Nostra Famiglia, via don Luigi Monza, 20, Lecco, Bosisio Parini, Italy, 23842, sandrastrazzer@yahoo.it","1931-1559(Electronic);0894-4105(Print)","","https://doi.org/10.1037/a0013409"
"Journal Article","Correlates of VA mental health treatment utilization among OEF/OIF/OND veterans: Resilience, stigma, social support, personality, and beliefs about treatment.","Veterans of Operations Iraqi Freedom/Enduring Freedom/New Dawn (OEF/OIF/OND) tend not to engage in mental health care. Identifying modifiable factors related to mental health service utilization could facilitate development of interventions to increase utilization. The current study examined the relationship between mental health care utilization and measures of PTSD symptoms, resilience, stigma, beliefs about mental health care, perceived barriers to mental health care, posttraumatic growth and meaning, social support, and personality factors in a sample of 100 OEF/OIF/OND veterans with PTSD symptoms referred to VA mental health care. Participants who received psychotherapy and pharmacotherapy (PP) scored higher on measures of PTSD symptoms, stigma, and adaptive beliefs about mental health treatment, and lower on measures of resilience, postdeployment social support, emotional stability, and conscientiousness, than participants who received no treatment (NT). Participants who received psychotherapy only (PT) scored higher on a measure of PTSD symptoms than NT participants. PT participants scored higher on an emotional stability measure and lower on measures of PTSD symptoms and stigma than PP participants. Multinomial logistic regression including all variables significantly related to treatment utilization indicated that PTSD symptoms and adaptive beliefs about psychotherapy and pharmacotherapy were higher in the PT and PP groups than in the NT group, and concerns about discrimination were higher in the PP group than the NT group. Interventions targeting beliefs about mental health care could increase mental health treatment utilization among OEF/OIF/OND veterans. Concerns about stigma may affect the utilization process differently at different decision points. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","DeViva, Jason C.;Sheerin, Christina M.;Southwick, Steven M.;Roy, Alicia M.;Pietrzak, Robert H.;Harpaz-Rotem, Ilan","","","","Educational Publishing Foundation","2016","","US","8","3","310","318","","","*Health Care Utilization;  *Military Veterans;  *Posttraumatic Stress Disorder; Resilience (Psychological); Stigma","26237497","2015-35558-001","DeViva, Jason C.: Veterans Affairs Connecticut Health Care System, 116(B), 950 Campbell Avenue, West Haven, CT, US, 06516, jason.deviva@va.gov","1942-969X(Electronic);1942-9681(Print)","","https://doi.org/10.1037/tra0000075"
"Journal Article","Preliminary results for an adaptive family treatment for drug abuse in Hispanic youth.","A small randomized trial investigated a new family-based intervention for Hispanic adolescents who met DSM–IV criteria for substance abuse disorder. The Culturally Informed and Flexible Family-Based Treatment for Adolescents (CIFFTA) is a tailored/adaptive intervention that includes a flexible treatment manual and multiple treatment components. The study used an “add on” design to isolate the effects on substance abuse, behavior problems, and parenting practices attributable to the newly developed components. Twenty-eight Hispanic adolescents and their families were randomized either to the experimental treatment or to traditional family therapy (TFT) and were assessed at baseline and 8-month follow-up. Despite the small sample, results revealed statistically significant time × treatment effects on both self-reported drug use (marijuana + cocaine), F(1, 22) = 10.59, p < .01, η² = .33 and adolescent reports of parenting practices, F(1, 22) = 9.01, p < .01, η² = .29. Both sets of analyses favored CIFFTA participants. There was a significant time × treatment effect, F(1, 22) = 6.72, p = .02, η² = .23, favoring CIFFTA on parent report of parenting practices using a composite that matched the variables used for adolescents, but only a nonsignificant trend, F(1, 22) = 2.43, p = .13, η² = .10, with a composite that used all parenting subscales. Parent reports of adolescent behavior problems did not show a significant time or time × treatment effect. These results show the promise of this adaptive treatment for substance abuse in Hispanic adolescents and suggest the need for a larger randomized trial to fully investigate this treatment. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Santisteban, Daniel A.;Mena, Maite P.;McCabe, Brian E.","","","","American Psychological Association","2011","","US","25","4","610","614","","","*Adaptability (Personality);  *Drug Abuse;  *Family Intervention;  *Latinos/Latinas;  *Substance Use Treatment; Adolescent Psychotherapy; Evidence Based Practice; Family","21639636","2011-11183-001","Santisteban, Daniel A.: El Centro, School of Nursing and Health Studies, University of Miami, P.O. Box 248153, Coral Gables, FL, US, 33124, dsantist@miami.edu","1939-1293(Electronic);0893-3200(Print)","","https://doi.org/10.1037/a0024016"
"Journal Article","The mechanisms of far transfer from cognitive training: Review and hypothesis.","Objective: General intelligence is important for success in daily life, fueling interest in developing cognitive training as an intervention to improve fluid ability (Gf). A major obstacle to the design of effective cognitive interventions has been the paucity of hypotheses bearing on mechanisms underlying transfer of cognitive training to Gf. Despite the large amounts of money and time currently being expended on cognitive training, there is little scientific agreement on how, or even whether, Gf can be heightened by such training. Method: We review the relevant strands of evidence on cognitive-training-related changes in (a) cortical mechanisms of distraction suppression, and (b) activation of the dorsal attention network (DAN). We hypothesize that training-related increases in control of attention are important for what is termed far transfer of cognitive training to untrained abilities, notably to Gf. Results: We review the evidence that distraction suppression evident in behavior, neuronal firing, scalp electroencephalography, and hemodynamic change is important for protecting target processing during perception and also for protecting targets held in working memory. Importantly, attentional control also appears to be central to performance on Gf assessments. Consistent with this evidence, forms of cognitive training that increase ability to ignore distractions (e.g., working memory training and perceptual training) not only affect the DAN but also affect transfer to Gf. Conclusions: Our hypothesis is supported by existing evidence. However, to advance the field of cognitive training, it is necessary that competing hypotheses on mechanisms of far transfer of cognitive training be advanced and empirically tested. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Greenwood, Pamela M.;Parasuraman, Raja","","","","American Psychological Association","2016","","US","30","6","742","755","","","*Intelligence;  *Intervention;  *Transfer (Learning);  *Brain Training;  *Fluid Intelligence; Attention; Cognitive Control","26569030","2015-51753-001","Greenwood, Pamela M.: Psychology Department, David King Hall 2060, George Mason University, MSN 3F5, 4400 University Drive, Fairfax, VA, US, 22030-4444, Pgreenw1@gmu.edu","1931-1559(Electronic);0894-4105(Print)","","https://doi.org/10.1037/neu0000235"
"Journal Article","Social–cognitive predictors of career exploration and decision-making: Longitudinal test of the career self-management model.","We tested the social–cognitive model of career self-management (Lent & Brown, 2013) using a longitudinal design. Participants were 420 college students who completed measures of career exploration and decision-making self-efficacy, outcome expectations, social support, goals, and actions, along with trait conscientiousness, at 2 time points roughly 4 months apart, near the beginning and middle of an academic year. They also reported their level of career decidedness and decisional anxiety at both of these time points as well as near the end of the academic year (about 3 months after the 2nd assessment). The model provided good overall fit to the data and accounted for substantial portions of the variance in engagement in exploratory actions and in the 2 decisional outcomes (decidedness and decisional anxiety) over time. The findings also supported the hypothesized bidirectional paths of the decisional outcomes to self-efficacy and outcome expectations. We consider implications of the findings for the social–cognitive model as well as for future research and practice. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Lent, Robert W.;Morris, Taylor R.;Penn, Lee T.;Ireland, Glenn W.","","","","American Psychological Association","2019","","US","66","2","184","194","","","*Career Education;  *College Students;  *Decision Making;  *Self-Management;  *Social Cognition; Anxiety; Conscientiousness; Goals; Longitudinal Studies; Models; Self-Efficacy; Test Construction","30091621","2018-38196-001","Lent, Robert W.: Department of Counseling, Higher Education, and Special Education, University of Maryland, 3214 Benjamin Building, 3942 Campus Drive, College Park, MD, US, 20742, boblent@umd.edu","1939-2168(Electronic);0022-0167(Print)","","https://doi.org/10.1037/cou0000307"
